date,slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
2023-11-22,fontesi01,Simone Fontecchio,UTAH JAZZ,AWAY,PORTLAND TRAIL BLAZERS,LOSS,946,3,7,2,6,0,0,1,0,1,1,0,1,1,5.3
2023-11-22,giddejo01,Josh Giddey,OKLAHOMA CITY THUNDER,HOME,CHICAGO BULLS,WIN,1739,4,13,1,3,1,2,1,5,2,2,0,2,1,5.3
2023-11-22,anderky01,Kyle Anderson,MINNESOTA TIMBERWOLVES,HOME,PHILADELPHIA 76ERS,WIN,1690,3,6,0,0,1,4,1,4,3,0,1,2,1,5.1
2023-11-22,holidaa01,Aaron Holiday,HOUSTON ROCKETS,HOME,MEMPHIS GRIZZLIES,WIN,997,3,6,1,4,0,0,0,3,2,0,0,0,3,5.1
2023-11-22,moodymo01,Moses Moody,GOLDEN STATE WARRIORS,AWAY,PHOENIX SUNS,LOSS,1351,4,8,0,1,0,1,1,8,1,0,1,1,5,5.1
2023-11-22,coffeam01,Amir Coffey,LOS ANGELES CLIPPERS,AWAY,SAN ANTONIO SPURS,WIN,610,2,3,0,1,0,0,1,2,0,1,0,0,0,5.0
2023-11-22,rosede01,Derrick Rose,MEMPHIS GRIZZLIES,AWAY,HOUSTON ROCKETS,LOSS,976,1,3,1,2,4,4,0,1,2,0,0,2,0,5.0
2023-11-22,tateja01,Jae'Sean Tate,HOUSTON ROCKETS,HOME,MEMPHIS GRIZZLIES,WIN,1566,1,4,0,3,0,0,1,8,4,1,0,0,4,4.9
2023-11-22,jonesde02,Derrick Jones,DALLAS MAVERICKS,AWAY,LOS ANGELES LAKERS,WIN,1120,2,4,2,4,0,0,1,1,0,0,2,0,4,4.8
2023-11-22,merrisa01,Sam Merrill,CLEVELAND CAVALIERS,HOME,MIAMI HEAT,LOSS,1014,3,6,3,5,0,0,0,1,1,0,0,1,3,4.8
2023-11-22,robindu01,Duncan Robinson,MIAMI HEAT,AWAY,CLEVELAND CAVALIERS,WIN,1455,3,7,1,3,0,0,0,2,3,0,0,0,3,4.8
2023-11-22,gilyaja01,Jacob Gilyard,MEMPHIS GRIZZLIES,AWAY,HOUSTON ROCKETS,LOSS,1448,2,6,1,4,0,0,1,0,4,0,0,0,1,4.7
2023-11-22,looneke01,Kevon Looney,GOLDEN STATE WARRIORS,AWAY,PHOENIX SUNS,LOSS,1021,3,5,0,0,0,0,1,5,2,1,0,2,4,4.7
2023-11-22,aldamsa01,Santi Aldama,MEMPHIS GRIZZLIES,AWAY,HOUSTON ROCKETS,LOSS,1335,2,5,1,3,3,3,0,2,0,0,1,0,5,4.6
2023-11-22,caldwke01,Kentavious Caldwell-Pope,DENVER NUGGETS,AWAY,ORLANDO MAGIC,LOSS,2056,3,8,2,5,2,2,0,1,2,0,0,2,2,4.5
2023-11-22,hardati02,Tim Hardaway,DALLAS MAVERICKS,AWAY,LOS ANGELES LAKERS,WIN,1795,2,10,2,8,1,2,1,1,3,1,0,0,0,4.5
2023-11-22,walkelo01,Lonnie Walker,BROOKLYN NETS,AWAY,ATLANTA HAWKS,LOSS,970,3,7,2,4,0,1,0,2,1,0,1,1,1,4.5
2023-11-22,jacksan01,Andre Jackson,MILWAUKEE BUCKS,AWAY,BOSTON CELTICS,LOSS,463,3,4,1,1,0,0,1,0,0,0,0,1,2,4.3
2023-11-22,jackstr02,Trayce Jackson-Davis,GOLDEN STATE WARRIORS,AWAY,PHOENIX SUNS,LOSS,894,2,3,0,0,2,5,2,2,0,1,0,1,3,4.3
2023-11-22,mannte01,Terance Mann,LOS ANGELES CLIPPERS,AWAY,SAN ANTONIO SPURS,WIN,1353,2,5,0,3,2,4,0,2,1,2,1,1,3,4.3
2023-11-22,strusma01,Max Strus,CLEVELAND CAVALIERS,HOME,MIAMI HEAT,LOSS,1491,2,6,2,4,0,0,0,3,3,0,1,2,0,4.3
2023-11-22,wallaca01,Cason Wallace,OKLAHOMA CITY THUNDER,HOME,CHICAGO BULLS,WIN,1418,2,3,1,2,0,0,1,2,0,0,1,1,1,4.3
2023-11-22,beaucma01,MarJon Beauchamp,MILWAUKEE BUCKS,AWAY,BOSTON CELTICS,LOSS,1317,2,5,1,2,0,0,1,2,0,1,0,0,1,4.2
2023-11-22,bouchch01,Chris Boucher,TORONTO RAPTORS,AWAY,INDIANA PACERS,WIN,624,1,3,0,1,4,4,1,0,0,0,0,0,2,4.2
2023-11-22,huertke01,Kevin Huerter,SACRAMENTO KINGS,AWAY,NEW ORLEANS PELICANS,LOSS,1612,2,10,2,7,2,2,0,7,2,0,0,0,3,4.1
2023-11-22,trentga02,Gary Trent,TORONTO RAPTORS,AWAY,INDIANA PACERS,WIN,1503,2,5,2,4,2,4,0,1,1,1,0,2,1,4.1
2023-11-22,bambamo01,Mohamed Bamba,PHILADELPHIA 76ERS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,335,1,2,0,1,2,2,1,1,0,0,0,0,0,4.0
2023-11-22,clarkjo01,Jordan Clarkson,UTAH JAZZ,AWAY,PORTLAND TRAIL BLAZERS,LOSS,1934,5,11,2,4,1,2,0,2,5,0,0,7,0,4.0
2023-11-22,strawju01,Julian Strawther,DENVER NUGGETS,AWAY,ORLANDO MAGIC,LOSS,1018,2,6,1,4,2,2,1,1,2,0,0,0,5,4.0
2023-11-22,chrisma02,Max Christie,LOS ANGELES LAKERS,HOME,DALLAS MAVERICKS,LOSS,1392,3,7,1,4,0,0,0,2,0,0,0,0,0,3.9
2023-11-22,metuch01,Chimezie Metu,PHOENIX SUNS,HOME,GOLDEN STATE WARRIORS,WIN,692,2,3,0,1,0,0,0,2,0,0,2,0,2,3.9
2023-11-22,thomptr01,Tristan Thompson,CLEVELAND CAVALIERS,HOME,MIAMI HEAT,LOSS,789,2,3,0,0,0,2,2,1,0,0,1,0,1,3.9
2023-11-22,batumni01,Nicolas Batum,PHILADELPHIA 76ERS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,1452,2,4,2,4,0,0,0,3,0,0,1,1,2,3.8
2023-11-22,thorjt01,JT Thor,CHARLOTTE HORNETS,HOME,WASHINGTON WIZARDS,WIN,1366,2,5,1,3,0,0,0,4,1,0,0,0,1,3.8
2023-11-22,johnsja05,Jalen Johnson,ATLANTA HAWKS,HOME,BROOKLYN NETS,WIN,2400,3,7,1,2,0,0,0,6,3,2,1,5,3,3.7
2023-11-22,mitchda01,Davion Mitchell,SACRAMENTO KINGS,AWAY,NEW ORLEANS PELICANS,LOSS,597,0,0,0,0,2,2,0,1,2,0,0,0,0,3.7
2023-11-22,shamela01,Landry Shamet,WASHINGTON WIZARDS,AWAY,CHARLOTTE HORNETS,LOSS,1068,2,6,1,3,2,3,1,1,1,0,0,0,3,3.7
2023-11-22,kuminjo01,Jonathan Kuminga,GOLDEN STATE WARRIORS,AWAY,PHOENIX SUNS,LOSS,1251,3,7,0,1,1,2,0,1,2,1,0,0,5,3.6
2023-11-22,josepco01,Cory Joseph,GOLDEN STATE WARRIORS,AWAY,PHOENIX SUNS,LOSS,970,1,3,0,2,1,2,0,0,4,2,0,1,3,3.5
2023-11-22,porteot01,Otto Porter,TORONTO RAPTORS,AWAY,INDIANA PACERS,WIN,665,1,1,1,1,0,0,1,3,0,0,0,0,2,3.5
2023-11-22,duartch01,Chris Duarte,SACRAMENTO KINGS,AWAY,NEW ORLEANS PELICANS,LOSS,1185,2,3,2,3,0,0,0,1,2,0,0,1,5,3.4
2023-11-22,korkmfu01,Furkan Korkmaz,PHILADELPHIA 76ERS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,335,1,2,1,2,0,0,0,1,0,1,0,0,0,3.3
2023-11-22,nnajize01,Zeke Nnaji,DENVER NUGGETS,AWAY,ORLANDO MAGIC,LOSS,700,1,2,0,0,1,2,1,0,2,0,0,0,1,3.3
2023-11-22,mathube01,Bennedict Mathurin,INDIANA PACERS,HOME,TORONTO RAPTORS,LOSS,1428,2,7,0,1,1,2,0,0,2,1,1,0,1,3.2
2023-11-22,coulibi01,Bilal Coulibaly,WASHINGTON WIZARDS,AWAY,CHARLOTTE HORNETS,LOSS,1140,2,6,0,2,3,3,0,0,2,0,1,1,4,3.1
2023-11-22,hachiru01,Rui Hachimura,LOS ANGELES LAKERS,HOME,DALLAS MAVERICKS,LOSS,1548,4,11,1,2,0,0,2,1,1,0,0,1,3,3.1
2023-11-22,haywago01,Gordon Hayward,CHARLOTTE HORNETS,HOME,WASHINGTON WIZARDS,WIN,1795,2,8,0,1,0,0,1,8,6,0,0,3,1,3.1
2023-11-22,jonestr01,Tre Jones,SAN ANTONIO SPURS,HOME,LOS ANGELES CLIPPERS,LOSS,1195,2,7,0,2,0,0,0,2,1,3,0,1,1,2.8
2023-11-22,kispeco01,Corey Kispert,WASHINGTON WIZARDS,AWAY,CHARLOTTE HORNETS,LOSS,1093,2,7,1,4,1,1,1,3,1,0,0,1,1,2.8
2023-11-22,nancela02,Larry Nance,NEW ORLEANS PELICANS,HOME,SACRAMENTO KINGS,WIN,748,2,4,0,1,0,0,1,3,0,1,0,1,2,2.8
2023-11-22,houseda01,Danuel House,PHILADELPHIA 76ERS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,1001,1,5,0,3,1,2,0,2,2,3,0,1,2,2.7
2023-11-22,konchjo01,John Konchar,MEMPHIS GRIZZLIES,AWAY,HOUSTON ROCKETS,LOSS,1742,0,6,0,4,0,0,5,6,2,0,2,0,3,2.7
2023-11-22,loftoke01,Kenneth Lofton,MEMPHIS GRIZZLIES,AWAY,HOUSTON ROCKETS,LOSS,255,1,4,0,1,1,1,0,0,2,0,1,0,0,2.7
2023-11-22,osmande01,Cedi Osman,SAN ANTONIO SPURS,HOME,LOS ANGELES CLIPPERS,LOSS,1132,2,6,1,3,0,0,0,1,0,2,0,0,3,2.7
2023-11-22,connapa01,Pat Connaughton,MILWAUKEE BUCKS,AWAY,BOSTON CELTICS,LOSS,1223,1,2,1,2,0,0,0,3,0,0,1,1,0,2.6
2023-11-22,waterli01,Lindy Waters,OKLAHOMA CITY THUNDER,HOME,CHICAGO BULLS,WIN,274,0,0,0,0,0,0,1,1,1,0,1,0,0,2.4
2023-11-22,mobleis01,Isaiah Mobley,CLEVELAND CAVALIERS,HOME,MIAMI HEAT,LOSS,550,1,3,0,1,0,0,0,1,3,1,0,1,1,2.3
2023-11-22,portibo01,Bobby Portis,MILWAUKEE BUCKS,AWAY,BOSTON CELTICS,LOSS,1248,2,6,0,0,0,0,1,6,0,0,0,0,2,2.3
2023-11-22,willigr01,Grant Williams,DALLAS MAVERICKS,AWAY,LOS ANGELES LAKERS,WIN,1925,2,9,2,9,0,0,1,2,2,0,1,0,4,2.3
2023-11-22,bateske01,Keita Bates-Diop,PHOENIX SUNS,HOME,GOLDEN STATE WARRIORS,WIN,750,1,2,1,1,0,2,1,2,0,1,0,1,1,2.1
2023-11-22,drumman01,Andre Drummond,CHICAGO BULLS,AWAY,OKLAHOMA CITY THUNDER,LOSS,642,1,3,0,0,0,0,1,4,1,0,0,0,2,2.1
2023-11-22,hayesja02,Jaxson Hayes,LOS ANGELES LAKERS,HOME,DALLAS MAVERICKS,LOSS,674,1,1,0,0,0,2,1,3,0,0,0,0,1,2.1
2023-11-22,martike04,KJ Martin,PHILADELPHIA 76ERS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,335,1,2,0,0,1,2,0,1,0,1,0,0,2,2.1
2023-11-22,jonesda03,Damian Jones,CLEVELAND CAVALIERS,HOME,MIAMI HEAT,LOSS,720,1,5,0,0,0,0,2,1,1,1,1,1,0,2.0
2023-11-22,landajo01,Jock Landale,HOUSTON ROCKETS,HOME,MEMPHIS GRIZZLIES,WIN,255,1,1,0,0,0,0,0,1,0,0,0,0,0,2.0
2023-11-22,dunnkr01,Kris Dunn,UTAH JAZZ,AWAY,PORTLAND TRAIL BLAZERS,LOSS,288,0,1,0,0,1,2,0,2,1,0,1,0,0,1.9
2023-11-22,allenja01,Jarrett Allen,CLEVELAND CAVALIERS,HOME,MIAMI HEAT,LOSS,1371,1,2,0,0,2,2,0,4,2,0,0,3,2,1.8
2023-11-22,holidjr01,Jrue Holiday,BOSTON CELTICS,HOME,MILWAUKEE BUCKS,WIN,2098,1,8,1,5,2,2,1,7,1,1,1,2,3,1.8
2023-11-22,smithis01,Ish Smith,CHARLOTTE HORNETS,HOME,WASHINGTON WIZARDS,WIN,1211,0,1,0,0,0,0,0,0,4,1,0,1,1,1.7
2023-11-22,woodch01,Christian Wood,LOS ANGELES LAKERS,HOME,DALLAS MAVERICKS,LOSS,882,0,1,0,0,1,2,0,5,1,0,0,0,1,1.7
2023-11-22,watfotr01,Trendon Watford,BROOKLYN NETS,AWAY,ATLANTA HAWKS,LOSS,923,3,8,1,2,0,0,1,6,1,0,0,3,3,1.6
2023-11-22,batesem01,Emoni Bates,CLEVELAND CAVALIERS,HOME,MIAMI HEAT,LOSS,938,1,5,1,5,0,0,0,1,1,1,0,0,1,1.5
2023-11-22,yurtsom01,Omer Yurtseven,UTAH JAZZ,AWAY,PORTLAND TRAIL BLAZERS,LOSS,946,1,3,1,2,0,0,0,6,1,0,0,2,1,1.4
2023-11-22,payneca01,Cameron Payne,MILWAUKEE BUCKS,AWAY,BOSTON CELTICS,LOSS,619,1,5,1,3,0,0,0,0,2,0,0,0,0,1.3
2023-11-22,smithni01,Nick Smith,CHARLOTTE HORNETS,HOME,WASHINGTON WIZARDS,WIN,82,1,1,0,0,0,0,0,0,0,0,0,0,1,1.3
2023-11-22,powelno01,Norman Powell,LOS ANGELES CLIPPERS,AWAY,SAN ANTONIO SPURS,WIN,819,2,4,1,1,0,1,0,1,0,0,1,2,1,1.2
2023-11-22,watsope01,Peyton Watson,DENVER NUGGETS,AWAY,ORLANDO MAGIC,LOSS,619,1,1,0,0,0,2,1,0,0,0,0,0,1,1.2
2023-11-22,murrakr01,Kris Murray,PORTLAND TRAIL BLAZERS,HOME,UTAH JAZZ,WIN,1040,1,5,0,3,0,1,2,0,0,1,0,0,0,0.9
2023-11-22,willije02,Jeenathan Williams,HOUSTON ROCKETS,HOME,MEMPHIS GRIZZLIES,WIN,196,1,2,0,0,0,0,0,0,0,0,0,0,1,0.6
2023-11-22,barlodo01,Dominick Barlow,SAN ANTONIO SPURS,HOME,LOS ANGELES CLIPPERS,LOSS,519,0,1,0,0,0,0,0,2,0,1,0,0,1,0.5
2023-11-22,exumda01,Dante Exum,DALLAS MAVERICKS,AWAY,LOS ANGELES LAKERS,WIN,547,2,5,0,2,0,0,0,0,0,0,0,0,2,0.5
2023-11-22,millele01,Leonard Miller,MINNESOTA TIMBERWOLVES,HOME,PHILADELPHIA 76ERS,WIN,116,0,0,0,0,0,0,0,3,0,0,0,0,1,0.5
2023-11-22,roddyda01,David Roddy,MEMPHIS GRIZZLIES,AWAY,HOUSTON ROCKETS,LOSS,1297,2,7,0,1,0,0,0,6,1,0,0,2,0,0.4
2023-11-22,mcderdo01,Doug McDermott,SAN ANTONIO SPURS,HOME,LOS ANGELES CLIPPERS,LOSS,826,1,2,1,2,0,0,0,2,1,0,1,3,2,0.2
2023-11-22,browntr01,Troy Brown,MINNESOTA TIMBERWOLVES,HOME,PHILADELPHIA 76ERS,WIN,435,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0
2023-11-22,curryse01,Seth Curry,DALLAS MAVERICKS,AWAY,LOS ANGELES LAKERS,WIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023-11-22,davisjo06,Johnny Davis,WASHINGTON WIZARDS,AWAY,CHARLOTTE HORNETS,LOSS,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023-11-22,goodwjo01,Jordan Goodwin,PHOENIX SUNS,HOME,GOLDEN STATE WARRIORS,WIN,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023-11-22,griffaj01,AJ Griffin,ATLANTA HAWKS,HOME,BROOKLYN NETS,WIN,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023-11-22,holidju01,Justin Holiday,DENVER NUGGETS,AWAY,ORLANDO MAGIC,LOSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2023-11-22,hendesc01,Scoot Henderson,PORTLAND TRAIL BLAZERS,HOME,UTAH JAZZ,WIN,1000,1,7,0,3,1,2,1,2,7,0,0,3,4,-0.3
2023-11-22,beverpa01,Patrick Beverley,PHILADELPHIA 76ERS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,940,1,2,0,1,0,0,0,0,2,0,0,2,2,-0.4
2023-11-22,minotjo01,Josh Minott,MINNESOTA TIMBERWOLVES,HOME,PHILADELPHIA 76ERS,WIN,116,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.4
2023-11-22,smithdr01,Dru Smith,MIAMI HEAT,AWAY,CLEVELAND CAVALIERS,WIN,81,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.4
2023-11-22,willivi01,Vince Williams,MEMPHIS GRIZZLIES,AWAY,HOUSTON ROCKETS,LOSS,255,0,1,0,1,0,0,0,1,0,0,0,0,0,-0.4
2023-11-22,zelleco01,Cody Zeller,NEW ORLEANS PELICANS,HOME,SACRAMENTO KINGS,WIN,464,0,2,0,0,0,0,2,1,0,0,0,0,2,-0.5
2023-11-22,bullore01,Reggie Bullock,HOUSTON ROCKETS,HOME,MEMPHIS GRIZZLIES,WIN,255,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.7
2023-11-22,edwarke02,Kessler Edwards,SACRAMENTO KINGS,AWAY,NEW ORLEANS PELICANS,LOSS,55,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.7
2023-11-22,gallida01,Danilo Gallinari,WASHINGTON WIZARDS,AWAY,CHARLOTTE HORNETS,LOSS,815,0,5,0,2,1,2,0,5,1,0,0,0,0,-0.7
2023-11-22,mayssk01,Skylar Mays,PORTLAND TRAIL BLAZERS,HOME,UTAH JAZZ,WIN,344,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7
2023-11-22,moorewe01,Wendell Moore,MINNESOTA TIMBERWOLVES,HOME,PHILADELPHIA 76ERS,WIN,116,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.7
2023-11-22,garzalu01,Luka Garza,MINNESOTA TIMBERWOLVES,HOME,PHILADELPHIA 76ERS,WIN,116,0,1,0,1,1,2,0,1,0,0,0,1,0,-0.8
2023-11-22,jacksgg01,Gregory Jackson,MEMPHIS GRIZZLIES,AWAY,HOUSTON ROCKETS,LOSS,255,0,3,0,1,0,0,1,2,0,0,0,0,0,-0.8
2023-11-22,santogu01,Gui Santos,GOLDEN STATE WARRIORS,AWAY,PHOENIX SUNS,LOSS,494,1,1,0,0,0,0,0,1,0,0,0,2,2,-0.8
2023-11-22,carteje01,Jevon Carter,CHICAGO BULLS,AWAY,OKLAHOMA CITY THUNDER,LOSS,1140,1,7,1,6,0,0,0,0,2,0,0,0,2,-0.9
2023-11-22,micicva01,Vasilije Micić,OKLAHOMA CITY THUNDER,HOME,CHICAGO BULLS,WIN,677,1,4,0,3,0,0,0,0,2,0,0,2,0,-1.0
2023-11-22,willija07,Jaylin Williams,OKLAHOMA CITY THUNDER,HOME,CHICAGO BULLS,WIN,872,0,2,0,1,0,0,1,3,0,0,0,0,3,-1.0
2023-11-22,hardyja02,Jaden Hardy,DALLAS MAVERICKS,AWAY,LOS ANGELES LAKERS,WIN,425,1,5,0,1,0,0,0,0,0,0,0,0,0,-1.1
2023-11-22,poweldw01,Dwight Powell,DALLAS MAVERICKS,AWAY,LOS ANGELES LAKERS,WIN,329,0,0,0,0,0,0,0,0,1,0,0,1,2,-1.1
2023-11-22,tuckepj01,P.J. Tucker,LOS ANGELES CLIPPERS,AWAY,SAN ANTONIO SPURS,WIN,765,0,0,0,0,0,0,1,0,0,0,0,1,2,-1.1
2023-11-22,ruperra01,Rayan Rupert,PORTLAND TRAIL BLAZERS,HOME,UTAH JAZZ,WIN,344,0,2,0,1,0,0,0,0,0,0,0,0,0,-1.4
2023-11-22,greenje02,Jeff Green,HOUSTON ROCKETS,HOME,MEMPHIS GRIZZLIES,WIN,721,0,3,0,1,0,0,0,1,0,0,1,0,1,-1.5
2023-11-22,vezenal01,Aleksandar Vezenkov,SACRAMENTO KINGS,AWAY,NEW ORLEANS PELICANS,LOSS,614,1,5,1,4,0,0,0,2,0,0,0,2,0,-1.5
2023-11-22,nworajo01,Jordan Nwora,INDIANA PACERS,HOME,TORONTO RAPTORS,LOSS,840,0,5,0,2,0,0,3,1,1,1,0,1,3,-1.6
2023-11-22,hortota01,Talen Horton-Tucker,UTAH JAZZ,AWAY,PORTLAND TRAIL BLAZERS,LOSS,861,1,4,0,2,3,4,0,0,1,0,0,3,4,-1.7
2023-11-22,onealro01,Royce O'Neale,BROOKLYN NETS,AWAY,ATLANTA HAWKS,LOSS,1244,0,3,0,2,0,2,0,3,1,1,1,1,3,-1.8
2023-11-22,sprinja01,Jaden Springer,PHILADELPHIA 76ERS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,505,0,4,0,2,0,0,2,1,1,1,0,2,1,-1.8
2023-11-22,sextoco01,Collin Sexton,UTAH JAZZ,AWAY,PORTLAND TRAIL BLAZERS,LOSS,674,0,5,0,3,1,2,1,1,2,1,0,2,2,-2.3
2023-11-22,mcgeeja01,JaVale McGee,SACRAMENTO KINGS,AWAY,NEW ORLEANS PELICANS,LOSS,278,0,0,0,0,0,2,0,1,0,0,0,2,0,-2.5
2023-11-22,branhma01,Malaki Branham,SAN ANTONIO SPURS,HOME,LOS ANGELES CLIPPERS,LOSS,1274,0,6,0,3,0,0,1,0,1,0,0,0,0,-2.8
2023-11-22,dortlu01,Luguentz Dort,OKLAHOMA CITY THUNDER,HOME,CHICAGO BULLS,WIN,1637,1,6,0,4,0,0,0,2,2,0,2,2,6,-2.8
2023-11-22,bassech01,Charles Bassey,SAN ANTONIO SPURS,HOME,LOS ANGELES CLIPPERS,LOSS,117,0,0,0,0,0,0,0,0,0,0,0,3,0,-3.0
2023-11-22,blackan01,Anthony Black,ORLANDO MAGIC,HOME,DENVER NUGGETS,WIN,927,0,1,0,0,0,0,0,1,1,0,0,3,2,-3.5
2023-11-22,pickeja02,Jalen Pickett,DENVER NUGGETS,AWAY,ORLANDO MAGIC,LOSS,489,0,4,0,3,0,0,0,1,0,0,0,1,0,-3.5
2023-11-22,craigto01,Torrey Craig,CHICAGO BULLS,AWAY,OKLAHOMA CITY THUNDER,LOSS,904,0,3,0,3,0,0,0,3,0,0,0,1,4,-3.8
2023-11-24,lopezbr01,Brook Lopez,MILWAUKEE BUCKS,HOME,WASHINGTON WIZARDS,WIN,1928,14,17,4,7,7,7,0,6,1,2,3,1,2,37.5
2023-11-24,bookede01,Devin Booker,PHOENIX SUNS,AWAY,MEMPHIS GRIZZLIES,WIN,2002,15,21,3,4,7,9,1,4,4,4,1,5,3,33.7
2023-11-24,jokicni01,Nikola Jokić,DENVER NUGGETS,AWAY,HOUSTON ROCKETS,LOSS,2529,14,31,3,8,7,11,6,13,8,3,0,3,3,32.8
2023-11-24,lillada01,Damian Lillard,MILWAUKEE BUCKS,HOME,WASHINGTON WIZARDS,WIN,2212,11,18,2,5,7,8,1,5,10,0,0,1,1,30.2
2023-11-24,foxde01,De'Aaron Fox,SACRAMENTO KINGS,AWAY,MINNESOTA TIMBERWOLVES,WIN,2227,14,32,3,7,5,6,2,5,12,1,0,2,3,27.9
2023-11-24,edwaran01,Anthony Edwards,MINNESOTA TIMBERWOLVES,HOME,SACRAMENTO KINGS,LOSS,2372,8,21,2,9,17,18,0,7,5,2,2,4,2,27.3
2023-11-24,antetgi01,Giannis Antetokounmpo,MILWAUKEE BUCKS,HOME,WASHINGTON WIZARDS,WIN,2233,11,19,0,0,9,12,3,6,3,3,1,3,2,26.8
2023-11-24,curryst01,Stephen Curry,GOLDEN STATE WARRIORS,HOME,SAN ANTONIO SPURS,WIN,2089,11,20,7,14,6,6,0,3,6,1,0,6,2,24.7
2023-11-24,lavinza01,Zach LaVine,CHICAGO BULLS,AWAY,TORONTO RAPTORS,LOSS,2297,16,23,4,8,0,0,0,4,3,1,0,5,4,24.0
2023-11-24,jonesty01,Tyus Jones,WASHINGTON WIZARDS,AWAY,MILWAUKEE BUCKS,LOSS,1836,9,14,1,4,3,3,0,7,7,1,0,0,0,23.8
2023-11-24,turnemy01,Myles Turner,INDIANA PACERS,HOME,DETROIT PISTONS,WIN,1618,8,14,1,3,6,6,5,5,2,1,5,2,5,23.3
2023-11-24,anunoog01,OG Anunoby,TORONTO RAPTORS,HOME,CHICAGO BULLS,WIN,2036,10,14,5,7,1,2,1,5,3,1,0,2,2,22.3
2023-11-24,townska01,Karl-Anthony Towns,MINNESOTA TIMBERWOLVES,HOME,SACRAMENTO KINGS,LOSS,2297,9,15,4,5,5,5,1,10,4,0,0,4,3,21.4
2023-11-24,johnske04,Keldon Johnson,SAN ANTONIO SPURS,AWAY,GOLDEN STATE WARRIORS,LOSS,2044,8,13,3,7,3,5,4,8,4,2,0,3,3,21.1
2023-11-24,willizi01,Zion Williamson,NEW ORLEANS PELICANS,AWAY,LOS ANGELES CLIPPERS,WIN,2045,13,25,0,1,6,9,2,4,5,2,0,5,2,20.8
2023-11-24,vanvlfr01,Fred VanVleet,HOUSTON ROCKETS,HOME,DENVER NUGGETS,WIN,2339,6,12,3,5,2,2,0,6,11,1,2,1,3,20.7
2023-11-24,halibty01,Tyrese Haliburton,INDIANA PACERS,HOME,DETROIT PISTONS,WIN,1930,9,23,5,13,3,3,0,2,10,0,0,1,0,20.1
2023-11-24,ingrabr01,Brandon Ingram,NEW ORLEANS PELICANS,AWAY,LOS ANGELES CLIPPERS,WIN,2118,12,21,2,5,4,6,0,4,5,0,0,3,3,19.8
2023-11-24,wagnemo01,Moritz Wagner,ORLANDO MAGIC,HOME,BOSTON CELTICS,WIN,1425,9,13,1,3,8,9,2,1,0,0,0,1,5,19.8
2023-11-24,tatumja01,Jayson Tatum,BOSTON CELTICS,AWAY,ORLANDO MAGIC,LOSS,2335,7,16,0,3,12,13,0,5,3,2,0,2,3,19.6
2023-11-24,georgpa01,Paul George,LOS ANGELES CLIPPERS,HOME,NEW ORLEANS PELICANS,LOSS,2318,14,30,4,12,2,3,1,7,2,0,0,2,3,19.2
2023-11-24,greenja05,Jalen Green,HOUSTON ROCKETS,HOME,DENVER NUGGETS,WIN,2158,10,18,3,8,2,3,0,5,2,3,0,3,0,18.9
2023-11-24,poeltja01,Jakob Poeltl,TORONTO RAPTORS,HOME,CHICAGO BULLS,WIN,1834,7,8,0,0,1,5,4,6,3,2,1,1,1,18.6
2023-11-24,saricda01,Dario Šarić,GOLDEN STATE WARRIORS,HOME,SAN ANTONIO SPURS,WIN,1577,7,11,4,7,2,2,2,5,4,2,0,3,3,18.6
2023-11-24,poolejo01,Jordan Poole,WASHINGTON WIZARDS,AWAY,MILWAUKEE BUCKS,LOSS,2025,9,20,1,6,7,9,1,4,7,0,0,2,5,17.6
2023-11-24,smithja05,Jabari Smith,HOUSTON ROCKETS,HOME,DENVER NUGGETS,WIN,2278,6,9,2,3,2,2,3,12,1,1,1,2,2,17.4
2023-11-24,butleji01,Jimmy Butler,MIAMI HEAT,AWAY,NEW YORK KNICKS,LOSS,2202,7,14,3,5,6,6,0,2,3,1,0,2,1,17.3
2023-11-24,cunnica01,Cade Cunningham,DETROIT PISTONS,AWAY,INDIANA PACERS,LOSS,2254,10,26,2,4,9,9,0,3,5,0,0,4,0,17.2
