date,slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
2024-02-08,champju02,Julian Champagnie,SAN ANTONIO SPURS,AWAY,ORLANDO MAGIC,LOSS,1261,2,4,1,3,3,3,1,4,2,0,0,0,0,9.3
2024-02-08,isaacjo01,Jonathan Isaac,ORLANDO MAGIC,HOME,SAN ANTONIO SPURS,WIN,1155,4,4,0,0,1,2,0,6,1,0,1,1,1,9.2
2024-02-08,camarto01,Toumani Camara,PORTLAND TRAIL BLAZERS,HOME,DETROIT PISTONS,LOSS,2138,4,7,1,1,0,0,4,6,1,1,0,1,5,9.0
2024-02-08,aldamsa01,Santi Aldama,MEMPHIS GRIZZLIES,HOME,CHICAGO BULLS,LOSS,2206,6,13,3,8,0,0,1,4,2,0,0,2,2,8.8
2024-02-08,portibo01,Bobby Portis,MILWAUKEE BUCKS,HOME,MINNESOTA TIMBERWOLVES,LOSS,1752,5,12,0,2,2,2,4,5,3,1,0,3,3,8.8
2024-02-08,georgke01,Keyonte George,UTAH JAZZ,AWAY,PHOENIX SUNS,LOSS,1827,4,11,0,5,3,4,0,0,6,1,0,1,0,8.7
2024-02-08,turnemy01,Myles Turner,INDIANA PACERS,HOME,GOLDEN STATE WARRIORS,LOSS,1364,5,12,2,5,3,6,0,7,1,0,1,1,3,8.7
2024-02-08,carusal01,Alex Caruso,CHICAGO BULLS,AWAY,MEMPHIS GRIZZLIES,WIN,1757,1,4,0,3,5,5,0,4,4,2,0,0,5,8.6
2024-02-08,wisemja01,James Wiseman,DETROIT PISTONS,AWAY,PORTLAND TRAIL BLAZERS,WIN,933,3,3,0,0,1,2,4,1,1,0,1,0,4,8.6
2024-02-08,umudest01,Stanley Umude,DETROIT PISTONS,AWAY,PORTLAND TRAIL BLAZERS,WIN,1715,5,8,3,4,1,1,0,2,0,0,0,1,4,8.4
2024-02-08,wembavi01,Victor Wembanyama,SAN ANTONIO SPURS,AWAY,ORLANDO MAGIC,LOSS,1352,6,12,2,4,1,1,0,1,2,1,3,5,1,8.4
2024-02-08,wadede01,Dean Wade,CLEVELAND CAVALIERS,AWAY,BROOKLYN NETS,WIN,987,3,4,3,4,0,0,0,1,0,0,2,0,2,8.3
2024-02-08,thybuma01,Matisse Thybulle,PORTLAND TRAIL BLAZERS,HOME,DETROIT PISTONS,LOSS,2283,1,6,0,2,0,0,0,1,7,5,2,0,5,7.8
2024-02-08,harriga01,Gary Harris,ORLANDO MAGIC,HOME,SAN ANTONIO SPURS,WIN,1162,2,5,1,3,0,0,0,0,4,2,2,0,2,7.7
2024-02-08,nembhan01,Andrew Nembhard,INDIANA PACERS,HOME,GOLDEN STATE WARRIORS,LOSS,1527,4,8,2,4,0,0,0,1,3,1,1,2,1,7.7
2024-02-08,thomaca02,Cam Thomas,BROOKLYN NETS,HOME,CLEVELAND CAVALIERS,LOSS,1821,6,18,2,4,3,3,1,3,1,0,0,1,1,7.7
2024-02-08,anthoco01,Cole Anthony,ORLANDO MAGIC,HOME,SAN ANTONIO SPURS,WIN,1123,5,7,2,2,0,0,1,1,2,1,0,3,5,7.5
2024-02-08,mccontj01,T.J. McConnell,INDIANA PACERS,HOME,GOLDEN STATE WARRIORS,LOSS,1331,3,7,0,0,0,0,0,0,8,1,0,1,1,7.5
2024-02-08,halibty01,Tyrese Haliburton,INDIANA PACERS,HOME,GOLDEN STATE WARRIORS,LOSS,1549,2,7,1,4,0,0,0,1,11,1,1,3,1,7.2
2024-02-08,okorois01,Isaac Okoro,CLEVELAND CAVALIERS,AWAY,BROOKLYN NETS,WIN,1422,3,6,2,3,0,0,2,4,1,0,3,2,3,7.2
2024-02-08,jordade01,DeAndre Jordan,DENVER NUGGETS,AWAY,LOS ANGELES LAKERS,WIN,685,3,6,0,0,0,0,4,4,1,0,0,0,2,6.9
2024-02-08,cartewe01,Wendell Carter,ORLANDO MAGIC,HOME,SAN ANTONIO SPURS,WIN,1532,3,7,3,4,1,2,1,5,1,1,0,3,0,6.8
2024-02-08,clownno01,Noah Clowney,BROOKLYN NETS,HOME,CLEVELAND CAVALIERS,LOSS,1372,3,6,0,2,2,2,3,1,1,0,0,1,1,6.7
2024-02-08,dosunay01,Ayo Dosunmu,CHICAGO BULLS,AWAY,MEMPHIS GRIZZLIES,WIN,1648,4,5,2,2,0,0,0,0,2,0,0,2,2,6.7
2024-02-08,gilyaja01,Jacob Gilyard,MEMPHIS GRIZZLIES,HOME,CHICAGO BULLS,LOSS,1198,3,7,2,6,0,0,0,0,4,1,0,1,1,6.7
2024-02-08,jacksre01,Reggie Jackson,DENVER NUGGETS,AWAY,LOS ANGELES LAKERS,WIN,1576,3,8,1,4,0,0,3,1,3,0,0,0,1,6.7
2024-02-08,moodymo01,Moses Moody,GOLDEN STATE WARRIORS,AWAY,INDIANA PACERS,WIN,809,2,3,1,1,0,0,0,3,1,2,1,1,1,6.6
2024-02-08,greendr01,Draymond Green,GOLDEN STATE WARRIORS,AWAY,INDIANA PACERS,WIN,1655,4,8,0,1,0,0,2,6,5,2,0,5,3,6.5
2024-02-08,quinole01,Lester Quiñones,GOLDEN STATE WARRIORS,AWAY,INDIANA PACERS,WIN,1601,2,7,0,3,2,2,0,5,5,0,1,0,3,6.4
2024-02-08,jacksis01,Isaiah Jackson,INDIANA PACERS,HOME,GOLDEN STATE WARRIORS,LOSS,643,1,2,0,0,2,2,1,2,2,1,0,0,1,6.3
2024-02-08,klebima01,Maxi Kleber,DALLAS MAVERICKS,AWAY,NEW YORK KNICKS,WIN,1648,1,2,0,1,0,2,1,3,3,1,4,1,1,6.3
2024-02-08,strusma01,Max Strus,CLEVELAND CAVALIERS,AWAY,BROOKLYN NETS,WIN,1281,3,5,0,1,0,0,1,4,2,1,0,1,2,6.2
2024-02-08,johnske04,Keldon Johnson,SAN ANTONIO SPURS,AWAY,ORLANDO MAGIC,LOSS,1443,5,12,2,7,0,0,0,4,1,0,0,1,1,6.1
2024-02-08,muscami01,Mike Muscala,DETROIT PISTONS,AWAY,PORTLAND TRAIL BLAZERS,WIN,1044,2,5,2,3,0,0,2,1,2,0,1,1,0,6.1
2024-02-08,alexani01,Nickeil Alexander-Walker,MINNESOTA TIMBERWOLVES,AWAY,MILWAUKEE BUCKS,WIN,1526,2,7,1,4,2,2,1,2,4,0,0,1,0,6.0
2024-02-08,merrisa01,Sam Merrill,CLEVELAND CAVALIERS,AWAY,BROOKLYN NETS,WIN,704,3,7,3,7,0,0,0,0,0,1,0,0,1,5.9
2024-02-08,mcdanja02,Jaden McDaniels,MINNESOTA TIMBERWOLVES,AWAY,MILWAUKEE BUCKS,WIN,1160,3,5,2,4,0,0,0,3,0,0,2,1,3,5.8
2024-02-08,minotjo01,Josh Minott,MINNESOTA TIMBERWOLVES,AWAY,MILWAUKEE BUCKS,WIN,233,2,3,1,1,0,0,1,0,0,1,0,0,0,5.4
2024-02-08,fultzma01,Markelle Fultz,ORLANDO MAGIC,HOME,SAN ANTONIO SPURS,WIN,1478,1,4,0,0,0,0,3,2,4,2,0,1,2,5.3
2024-02-08,poweldw01,Dwight Powell,DALLAS MAVERICKS,AWAY,NEW YORK KNICKS,WIN,1232,2,2,0,0,1,2,3,3,1,0,0,1,4,5.1
2024-02-08,woodch01,Christian Wood,LOS ANGELES LAKERS,HOME,DENVER NUGGETS,LOSS,1140,1,1,0,0,1,2,0,4,1,1,1,0,2,5.1
2024-02-08,toppiob01,Obi Toppin,INDIANA PACERS,HOME,GOLDEN STATE WARRIORS,LOSS,1206,3,5,1,3,0,0,0,1,2,0,0,1,1,5.0
2024-02-08,wilsoja03,Jalen Wilson,BROOKLYN NETS,HOME,CLEVELAND CAVALIERS,LOSS,2378,3,8,2,3,0,2,0,3,3,1,0,1,2,5.0
2024-02-08,chrisma02,Max Christie,LOS ANGELES LAKERS,HOME,DENVER NUGGETS,LOSS,910,2,7,2,3,1,2,1,1,1,1,0,0,1,4.8
2024-02-08,okogijo01,Josh Okogie,PHOENIX SUNS,HOME,UTAH JAZZ,WIN,869,2,4,0,1,0,0,3,0,1,1,0,1,0,4.8
2024-02-08,carteje01,Jevon Carter,CHICAGO BULLS,AWAY,MEMPHIS GRIZZLIES,WIN,931,3,7,1,4,0,0,0,0,2,0,0,0,0,4.7
2024-02-08,simmobe01,Ben Simmons,BROOKLYN NETS,HOME,CLEVELAND CAVALIERS,LOSS,1192,3,4,0,0,0,0,0,1,2,1,0,2,1,4.7
2024-02-08,hortota01,Talen Horton-Tucker,UTAH JAZZ,AWAY,PHOENIX SUNS,LOSS,822,1,6,0,2,5,9,3,1,2,0,0,0,2,4.6
2024-02-08,jackstr02,Trayce Jackson-Davis,GOLDEN STATE WARRIORS,AWAY,INDIANA PACERS,WIN,217,2,3,0,0,2,2,1,1,0,0,1,1,2,4.6
2024-02-08,sheppbe01,Ben Sheppard,INDIANA PACERS,HOME,GOLDEN STATE WARRIORS,LOSS,1226,3,5,1,3,1,1,0,0,0,0,1,1,2,4.6
2024-02-08,bolbo01,Bol Bol,PHOENIX SUNS,HOME,UTAH JAZZ,WIN,852,3,5,0,2,0,0,0,1,0,0,2,0,3,4.2
2024-02-08,wagnemo01,Moritz Wagner,ORLANDO MAGIC,HOME,SAN ANTONIO SPURS,WIN,973,4,9,0,1,3,3,1,1,1,0,0,3,3,3.8
2024-02-08,leverca01,Caris LeVert,CLEVELAND CAVALIERS,AWAY,BROOKLYN NETS,WIN,1385,2,6,0,2,0,0,0,3,5,1,0,2,1,3.6
2024-02-08,braunch01,Christian Braun,DENVER NUGGETS,AWAY,LOS ANGELES LAKERS,WIN,809,1,3,1,1,0,0,1,0,1,0,1,0,0,3.4
2024-02-08,konchjo01,John Konchar,MEMPHIS GRIZZLIES,HOME,CHICAGO BULLS,LOSS,1795,2,5,0,3,0,0,1,2,1,0,1,0,2,3.2
2024-02-08,sochaje01,Jeremy Sochan,SAN ANTONIO SPURS,AWAY,ORLANDO MAGIC,LOSS,1690,4,9,1,4,0,0,0,2,1,0,0,2,1,3.2
2024-02-08,johnske07,Keon Johnson,BROOKLYN NETS,HOME,CLEVELAND CAVALIERS,LOSS,860,1,3,1,1,0,0,2,0,0,2,0,1,2,2.9
2024-02-08,osmande01,Cedi Osman,SAN ANTONIO SPURS,AWAY,ORLANDO MAGIC,LOSS,925,1,2,1,2,0,0,0,1,0,1,0,0,1,2.9
2024-02-08,craigto01,Torrey Craig,CHICAGO BULLS,AWAY,MEMPHIS GRIZZLIES,WIN,963,1,4,1,4,0,0,1,4,1,0,0,0,1,2.8
2024-02-08,watsope01,Peyton Watson,DENVER NUGGETS,AWAY,LOS ANGELES LAKERS,WIN,1485,2,6,1,3,0,0,1,3,2,0,0,1,2,2.8
2024-02-08,houstca01,Caleb Houstan,ORLANDO MAGIC,HOME,SAN ANTONIO SPURS,WIN,173,1,1,1,1,0,0,0,0,0,0,0,0,0,2.7
2024-02-08,littlna01,Nassir Little,PHOENIX SUNS,HOME,UTAH JAZZ,WIN,959,1,2,1,2,0,0,0,3,1,0,1,0,4,2.7
2024-02-08,toppija01,Jacob Toppin,NEW YORK KNICKS,HOME,DALLAS MAVERICKS,LOSS,690,1,2,0,1,0,0,1,1,1,0,0,0,0,2.7
2024-02-08,hardyja02,Jaden Hardy,DALLAS MAVERICKS,AWAY,NEW YORK KNICKS,WIN,813,2,5,0,1,0,0,0,2,1,1,0,1,0,2.6
2024-02-08,mathube01,Bennedict Mathurin,INDIANA PACERS,HOME,GOLDEN STATE WARRIORS,LOSS,1427,2,11,0,3,7,8,0,0,1,0,0,1,2,2.6
2024-02-08,morrima02,Markieff Morris,DALLAS MAVERICKS,AWAY,NEW YORK KNICKS,WIN,361,1,2,1,2,0,0,0,2,0,0,0,0,0,2.6
2024-02-08,thompau01,Ausar Thompson,DETROIT PISTONS,AWAY,PORTLAND TRAIL BLAZERS,WIN,1710,3,9,0,0,0,2,2,3,1,1,0,0,4,2.5
2024-02-08,jonesda03,Damian Jones,CLEVELAND CAVALIERS,AWAY,BROOKLYN NETS,WIN,191,0,0,0,0,0,0,0,1,2,0,1,0,0,2.4
2024-02-08,millele01,Leonard Miller,MINNESOTA TIMBERWOLVES,AWAY,MILWAUKEE BUCKS,WIN,153,1,1,0,0,0,0,1,0,0,0,0,0,0,2.4
2024-02-08,rhodeja01,Jared Rhoden,DETROIT PISTONS,AWAY,PORTLAND TRAIL BLAZERS,WIN,766,1,2,0,0,0,0,0,1,1,0,2,1,0,2.4
2024-02-08,hendrita01,Taylor Hendricks,UTAH JAZZ,AWAY,PHOENIX SUNS,LOSS,1050,1,5,1,2,0,0,2,6,1,0,1,2,1,2.1
2024-02-08,nixda01,Daishen Nix,MINNESOTA TIMBERWOLVES,AWAY,MILWAUKEE BUCKS,WIN,187,1,3,1,3,0,0,0,0,1,0,0,0,0,2.0
2024-02-08,beaucma01,MarJon Beauchamp,MILWAUKEE BUCKS,HOME,MINNESOTA TIMBERWOLVES,LOSS,324,1,2,0,1,0,0,0,1,0,0,0,0,0,1.3
2024-02-08,blackan01,Anthony Black,ORLANDO MAGIC,HOME,SAN ANTONIO SPURS,WIN,173,0,0,0,0,0,0,0,0,2,0,0,0,1,1.0
2024-02-08,jacksan01,Andre Jackson,MILWAUKEE BUCKS,HOME,MINNESOTA TIMBERWOLVES,LOSS,1062,0,2,0,0,0,0,0,1,3,1,0,1,0,1.0
2024-02-08,claxtni01,Nic Claxton,BROOKLYN NETS,HOME,CLEVELAND CAVALIERS,LOSS,1508,3,10,0,0,0,0,2,5,1,0,1,2,4,0.9
2024-02-08,branhma01,Malaki Branham,SAN ANTONIO SPURS,AWAY,ORLANDO MAGIC,LOSS,1200,1,5,0,3,0,0,0,3,3,1,0,1,3,0.7
2024-02-08,holidju01,Justin Holiday,DENVER NUGGETS,AWAY,LOS ANGELES LAKERS,WIN,1339,1,1,0,0,0,0,1,0,1,0,0,0,6,0.7
2024-02-08,mayssk01,Skylar Mays,LOS ANGELES LAKERS,HOME,DENVER NUGGETS,LOSS,419,0,1,0,0,0,0,0,0,2,1,0,1,0,0.7
2024-02-08,antetth01,Thanasis Antetokounmpo,MILWAUKEE BUCKS,HOME,MINNESOTA TIMBERWOLVES,LOSS,324,1,2,0,0,0,0,0,0,0,0,0,0,1,0.6
2024-02-08,looneke01,Kevon Looney,GOLDEN STATE WARRIORS,AWAY,INDIANA PACERS,WIN,298,1,1,0,0,0,0,1,0,0,0,0,1,2,0.6
2024-02-08,willibr03,Brandon Williams,DALLAS MAVERICKS,AWAY,NEW YORK KNICKS,WIN,77,0,0,0,0,1,2,0,0,0,0,0,0,0,0.6
2024-02-08,garzalu01,Luka Garza,MINNESOTA TIMBERWOLVES,AWAY,MILWAUKEE BUCKS,WIN,187,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3
2024-02-08,portecr01,Craig Porter,CLEVELAND CAVALIERS,AWAY,BROOKLYN NETS,WIN,191,0,1,0,0,0,0,1,1,0,0,0,0,0,0.3
2024-02-08,azubuud01,Udoka Azubuike,PHOENIX SUNS,HOME,UTAH JAZZ,WIN,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2024-02-08,bitadgo01,Goga Bitadze,ORLANDO MAGIC,HOME,SAN ANTONIO SPURS,WIN,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2024-02-08,brownch02,Charlie Brown,NEW YORK KNICKS,HOME,DALLAS MAVERICKS,LOSS,1331,1,5,1,3,0,0,1,1,0,0,1,0,4,0.0
2024-02-08,lawsoaj01,A.J. Lawson,DALLAS MAVERICKS,AWAY,NEW YORK KNICKS,WIN,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2024-02-08,prospol01,Olivier-Maxence Prosper,DALLAS MAVERICKS,AWAY,NEW YORK KNICKS,WIN,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2024-02-08,robinje01,Jerome Robinson,GOLDEN STATE WARRIORS,AWAY,INDIANA PACERS,WIN,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2024-02-08,samanlu01,Luka Šamanić,UTAH JAZZ,AWAY,PHOENIX SUNS,LOSS,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2024-02-08,moorewe01,Wendell Moore,MINNESOTA TIMBERWOLVES,AWAY,MILWAUKEE BUCKS,WIN,210,0,2,0,1,0,0,0,1,0,1,0,0,0,-0.1
2024-02-08,prestja01,Jason Preston,UTAH JAZZ,AWAY,PHOENIX SUNS,LOSS,74,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.3
2024-02-08,yurtsom01,Omer Yurtseven,UTAH JAZZ,AWAY,PHOENIX SUNS,LOSS,101,0,1,0,0,0,0,0,2,0,0,1,1,0,-0.4
2024-02-08,hachiru01,Rui Hachimura,LOS ANGELES LAKERS,HOME,DENVER NUGGETS,LOSS,2251,1,5,0,2,0,0,1,3,0,0,1,1,2,-0.6
2024-02-08,haganas01,Ashton Hagans,PORTLAND TRAIL BLAZERS,HOME,DETROIT PISTONS,LOSS,1662,2,7,0,3,0,0,0,2,3,0,0,2,3,-0.6
2024-02-08,juzanjo01,Johnny Juzang,UTAH JAZZ,AWAY,PHOENIX SUNS,LOSS,101,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.7
2024-02-08,leesa01,Saben Lee,PHOENIX SUNS,HOME,UTAH JAZZ,WIN,74,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7
2024-02-08,maledth01,Théo Maledon,PHOENIX SUNS,HOME,UTAH JAZZ,WIN,74,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7
2024-02-08,phillju01,Julian Phillips,CHICAGO BULLS,AWAY,MEMPHIS GRIZZLIES,WIN,478,0,0,0,0,0,0,0,0,0,0,1,1,1,-0.7
2024-02-08,minayju01,Justin Minaya,PORTLAND TRAIL BLAZERS,HOME,DETROIT PISTONS,LOSS,712,0,1,0,1,0,0,0,1,0,1,0,1,1,-0.8
2024-02-08,badjiib01,Ibou Badji,PORTLAND TRAIL BLAZERS,HOME,DETROIT PISTONS,LOSS,571,0,0,0,0,0,0,0,0,2,0,2,3,2,-1.0
2024-02-08,evbuoto01,Tosan Evbuomwan,MEMPHIS GRIZZLIES,HOME,CHICAGO BULLS,LOSS,454,0,2,0,1,0,0,0,0,0,0,1,0,1,-1.1
2024-02-08,jemistr01,Trey Jemison,MEMPHIS GRIZZLIES,HOME,CHICAGO BULLS,LOSS,924,0,4,0,0,0,0,1,1,0,2,0,0,4,-1.4
2024-02-08,beaslma01,Malik Beasley,MILWAUKEE BUCKS,HOME,MINNESOTA TIMBERWOLVES,LOSS,1968,1,13,0,9,1,2,2,2,3,1,0,1,0,-2.0
2024-02-08,gibsota01,Taj Gibson,NEW YORK KNICKS,HOME,DALLAS MAVERICKS,LOSS,1336,0,3,0,1,0,0,2,2,1,0,0,1,4,-2.0
2024-02-08,okekech01,Chuma Okeke,ORLANDO MAGIC,HOME,SAN ANTONIO SPURS,WIN,173,0,1,0,0,0,0,0,0,0,0,0,1,1,-2.1
2024-02-09,tatumja01,Jayson Tatum,BOSTON CELTICS,HOME,WASHINGTON WIZARDS,WIN,2284,12,22,3,10,8,9,1,9,8,1,2,2,1,33.0
2024-02-09,willizi01,Zion Williamson,NEW ORLEANS PELICANS,AWAY,LOS ANGELES LAKERS,LOSS,1895,12,19,0,0,6,7,3,6,5,1,1,2,2,27.4
2024-02-09,youngtr01,Trae Young,ATLANTA HAWKS,AWAY,PHILADELPHIA 76ERS,WIN,2387,10,21,5,12,12,16,0,1,12,1,0,7,1,27.0
2024-02-09,lillada01,Damian Lillard,MILWAUKEE BUCKS,HOME,CHARLOTTE HORNETS,WIN,1744,9,18,2,8,6,6,0,4,8,3,0,0,1,26.4
2024-02-09,porzikr01,Kristaps Porziņģis,BOSTON CELTICS,HOME,WASHINGTON WIZARDS,WIN,1973,9,18,2,4,14,14,2,9,0,0,1,3,3,25.6
2024-02-09,kispeco01,Corey Kispert,WASHINGTON WIZARDS,AWAY,BOSTON CELTICS,LOSS,1431,9,14,3,6,3,3,0,6,4,3,0,0,1,25.0
2024-02-09,jamesle01,LeBron James,LOS ANGELES LAKERS,HOME,NEW ORLEANS PELICANS,WIN,2251,6,13,2,2,7,8,1,3,14,1,1,2,2,24.2
2024-02-09,russeda01,D'Angelo Russell,LOS ANGELES LAKERS,HOME,NEW ORLEANS PELICANS,WIN,2385,9,19,6,13,6,6,0,2,5,1,0,0,4,23.8
2024-02-09,jokicni01,Nikola Jokić,DENVER NUGGETS,AWAY,SACRAMENTO KINGS,LOSS,1785,9,17,1,1,4,5,2,6,7,3,0,1,2,23.6
2024-02-09,sabondo01,Domantas Sabonis,SACRAMENTO KINGS,HOME,DENVER NUGGETS,WIN,1832,7,9,1,1,2,2,1,16,10,1,0,3,3,22.8
2024-02-09,oubreke01,Kelly Oubre,PHILADELPHIA 76ERS,HOME,ATLANTA HAWKS,LOSS,2397,8,19,2,8,10,14,5,7,1,1,1,0,4,22.7
2024-02-09,avdijde01,Deni Avdija,WASHINGTON WIZARDS,AWAY,BOSTON CELTICS,LOSS,2507,7,10,3,5,7,8,0,11,4,2,0,3,5,22.5
2024-02-09,reaveau01,Austin Reaves,LOS ANGELES LAKERS,HOME,NEW ORLEANS PELICANS,WIN,1882,10,15,3,4,4,5,0,2,4,0,0,0,3,22.3
2024-02-09,okongon01,Onyeka Okongwu,ATLANTA HAWKS,AWAY,PHILADELPHIA 76ERS,WIN,2034,9,12,1,2,2,2,2,6,2,1,2,1,3,21.0
2024-02-09,poeltja01,Jakob Poeltl,TORONTO RAPTORS,HOME,HOUSTON ROCKETS,WIN,2228,7,11,0,0,2,2,5,8,3,3,6,4,4,20.7
2024-02-09,barrerj01,RJ Barrett,TORONTO RAPTORS,HOME,HOUSTON ROCKETS,WIN,2138,8,12,1,3,4,5,1,4,7,1,0,2,2,20.4
2024-02-09,beaslma01,Malik Beasley,MILWAUKEE BUCKS,HOME,CHARLOTTE HORNETS,WIN,1468,7,9,7,9,0,1,1,1,2,1,0,0,2,19.7
2024-02-09,holidjr01,Jrue Holiday,BOSTON CELTICS,HOME,WASHINGTON WIZARDS,WIN,2036,9,13,2,2,0,0,3,4,5,1,0,2,2,19.5
2024-02-09,ingrabr01,Brandon Ingram,NEW ORLEANS PELICANS,AWAY,LOS ANGELES LAKERS,LOSS,2093,7,17,0,2,8,8,1,6,7,0,3,2,3,19.2
2024-02-09,beysa01,Saddiq Bey,ATLANTA HAWKS,AWAY,PHILADELPHIA 76ERS,WIN,2034,4,11,2,5,8,8,5,6,1,1,0,0,1,18.5
2024-02-09,monkma01,Malik Monk,SACRAMENTO KINGS,HOME,DENVER NUGGETS,WIN,1189,9,13,3,7,2,2,0,1,2,1,1,2,1,18.5
2024-02-09,davisan02,Anthony Davis,LOS ANGELES LAKERS,HOME,NEW ORLEANS PELICANS,WIN,1747,7,11,0,1,6,7,0,6,6,1,1,3,4,17.8
2024-02-09,payneca01,Cameron Payne,PHILADELPHIA 76ERS,HOME,ATLANTA HAWKS,LOSS,2141,7,16,4,9,2,2,3,0,6,2,1,2,2,17.8
2024-02-09,harrito02,Tobias Harris,PHILADELPHIA 76ERS,HOME,ATLANTA HAWKS,LOSS,2315,7,16,2,4,5,6,0,6,7,0,0,1,2,17.1
2024-02-09,jonesty01,Tyus Jones,WASHINGTON WIZARDS,AWAY,BOSTON CELTICS,LOSS,2243,7,13,3,3,0,0,0,2,9,0,1,1,1,16.9
2024-02-09,hachiru01,Rui Hachimura,LOS ANGELES LAKERS,HOME,NEW ORLEANS PELICANS,WIN,2211,9,13,2,5,1,2,0,5,1,0,1,0,3,16.8
2024-02-09,quickim01,Immanuel Quickley,TORONTO RAPTORS,HOME,HOUSTON ROCKETS,WIN,2307,9,19,4,9,3,4,0,4,2,1,0,1,2,16.7
2024-02-09,barnesc01,Scottie Barnes,TORONTO RAPTORS,HOME,HOUSTON ROCKETS,WIN,2097,4,16,0,3,5,5,6,4,8,2,2,1,2,16.0
2024-02-09,foxde01,De'Aaron Fox,SACRAMENTO KINGS,HOME,DENVER NUGGETS,WIN,1679,7,15,1,2,0,0,0,2,10,5,0,3,3,15.7
2024-02-09,antetgi01,Giannis Antetokounmpo,MILWAUKEE BUCKS,HOME,CHARLOTTE HORNETS,WIN,1419,5,10,0,1,5,7,1,13,3,1,1,0,5,15.6
2024-02-09,coulibi01,Bilal Coulibaly,WASHINGTON WIZARDS,AWAY,BOSTON CELTICS,LOSS,1951,6,18,4,12,5,5,3,5,3,2,0,2,4,14.9
2024-02-09,lylestr01,Trey Lyles,SACRAMENTO KINGS,HOME,DENVER NUGGETS,WIN,1250,5,6,3,4,2,2,1,6,0,1,0,1,2,14.5
2024-02-09,richani01,Nick Richards,CHARLOTTE HORNETS,AWAY,MILWAUKEE BUCKS,LOSS,1794,7,9,0,0,2,3,2,9,0,0,1,2,2,14.1
2024-02-09,mccolcj01,CJ McCollum,NEW ORLEANS PELICANS,AWAY,LOS ANGELES LAKERS,LOSS,1816,8,16,3,9,0,0,1,3,3,0,0,0,3,13.5
2024-02-09,portibo01,Bobby Portis,MILWAUKEE BUCKS,HOME,CHARLOTTE HORNETS,WIN,1259,7,14,3,4,1,1,2,5,1,1,0,1,3,13.4
2024-02-09,kuzmaky01,Kyle Kuzma,WASHINGTON WIZARDS,AWAY,BOSTON CELTICS,LOSS,2222,6,14,3,8,2,2,1,3,5,0,0,0,5,12.7
2024-02-09,reedpa01,Paul Reed,PHILADELPHIA 76ERS,HOME,ATLANTA HAWKS,LOSS,1890,5,9,0,2,2,3,6,7,1,1,1,1,6,12.6
2024-02-09,brownja02,Jaylen Brown,BOSTON CELTICS,HOME,WASHINGTON WIZARDS,WIN,2083,9,15,0,1,0,0,1,6,3,1,0,3,3,12.5
2024-02-09,brookdi01,Dillon Brooks,HOUSTON ROCKETS,AWAY,TORONTO RAPTORS,LOSS,1813,6,13,4,5,4,4,0,2,3,1,2,4,5,12.4
2024-02-09,whitmca01,Cam Whitmore,HOUSTON ROCKETS,AWAY,TORONTO RAPTORS,LOSS,1052,5,9,3,5,4,4,0,3,1,0,0,2,1,11.9
2024-02-09,bogdabo01,Bogdan Bogdanović,ATLANTA HAWKS,AWAY,PHILADELPHIA 76ERS,WIN,2042,5,12,3,7,0,0,2,1,3,0,3,0,2,11.7
2024-02-09,murrake02,Keegan Murray,SACRAMENTO KINGS,HOME,DENVER NUGGETS,WIN,1598,6,11,1,4,4,4,0,1,2,0,0,1,3,11.2
2024-02-09,valanjo01,Jonas Valančiūnas,NEW ORLEANS PELICANS,AWAY,LOS ANGELES LAKERS,LOSS,1354,4,6,0,0,2,2,2,8,2,0,2,2,2,11.2
2024-02-09,hieldbu01,Buddy Hield,PHILADELPHIA 76ERS,HOME,ATLANTA HAWKS,LOSS,2373,8,21,4,12,0,0,1,3,6,0,0,2,3,11.1
2024-02-09,gordoaa01,Aaron Gordon,DENVER NUGGETS,AWAY,SACRAMENTO KINGS,LOSS,1619,5,8,1,2,3,6,2,1,2,0,1,2,0,11.0
2024-02-09,lopezbr01,Brook Lopez,MILWAUKEE BUCKS,HOME,CHARLOTTE HORNETS,WIN,1613,4,9,1,5,2,2,2,5,2,0,3,1,2,10.9
2024-02-09,johnsja05,Jalen Johnson,ATLANTA HAWKS,AWAY,PHILADELPHIA 76ERS,WIN,2309,5,12,1,4,0,2,0,11,6,0,2,1,3,10.5
2024-02-09,greenje02,Jeff Green,HOUSTON ROCKETS,AWAY,TORONTO RAPTORS,LOSS,1627,3,11,1,6,4,5,1,5,4,1,1,0,1,10.4
